position,edge_id,osm_way_id,osm_url,piece_index,direction,from_node,to_node,name,highway,travelled_m,route_start_m,route_end_m,entered,start_elevation_m,end_elevation_m,net_dz_m,descent_m,ascent_m,mean_grade_ratio,surface_class,surface_is_assumed,usability,usability_reason,structure_status,start_lat,start_lon,end_lat,end_lon,tag_bridge,tag_tunnel,tag_covered,tag_layer,tag_tracktype,tag_surface,tag_smoothness
11,osm-1306494907-0-forward,1306494907,https://www.openstreetmap.org/way/1306494907,0,forward,6795986757,2697699354,D 211F,secondary,3.66,2806.76,2810.42,True,1847.77,1847.59,-0.18,0.18,0.0,-0.04926,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.095699,6.070398,45.095669,6.070416,,,,,,asphalt,
12,osm-264100535-0-forward,264100535,https://www.openstreetmap.org/way/264100535,0,forward,2697699354,340070613,D 211F,secondary,118.75,2810.42,2929.17,True,1847.59,1839.95,-7.64,7.64,0.0,-0.06447,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.095669,6.070416,45.094654,6.070872,,,,,,asphalt,
13,osm-264100535-1-forward,264100535,https://www.openstreetmap.org/way/264100535,1,forward,340070613,11482749313,D 211F,secondary,17.04,2929.17,2946.21,True,1839.95,1838.79,-1.16,1.16,0.0,-0.06824,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.094654,6.070872,45.094508,6.070937,,,,,,asphalt,
14,osm-264100535-2-forward,264100535,https://www.openstreetmap.org/way/264100535,2,forward,11482749313,340070629,D 211F,secondary,47.99,2946.21,2994.19,True,1838.79,1835.82,-2.97,2.97,0.0,-0.06201,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.094508,6.070937,45.094101,6.071138,,,,,,asphalt,
15,osm-264100535-3-forward,264100535,https://www.openstreetmap.org/way/264100535,3,forward,340070629,312583640,D 211F,secondary,49.89,2994.19,3044.08,True,1835.82,1832.12,-3.7,3.7,0.0,-0.07437,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.094101,6.071138,45.093683,6.071365,,,,,,asphalt,
16,osm-264100535-4-forward,264100535,https://www.openstreetmap.org/way/264100535,4,forward,312583640,2697699472,D 211F,secondary,63.84,3044.08,3107.92,True,1832.12,1827.97,-4.15,4.15,0.0,-0.06515,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.093683,6.071365,45.09315,6.071665,,,,,,asphalt,
17,osm-264100535-5-forward,264100535,https://www.openstreetmap.org/way/264100535,5,forward,2697699472,11482748516,D 211F,secondary,14.83,3107.92,3122.75,True,1827.97,1827.01,-0.96,0.96,0.0,-0.06487,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.09315,6.071665,45.093029,6.071742,,,,,,asphalt,
18,osm-264100535-6-forward,264100535,https://www.openstreetmap.org/way/264100535,6,forward,11482748516,2697699361,D 211F,secondary,17.97,3122.75,3140.72,True,1827.01,1825.73,-1.28,1.28,0.0,-0.0714,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.093029,6.071742,45.092883,6.07184,,,,,,asphalt,
19,osm-264100533-0-forward,264100533,https://www.openstreetmap.org/way/264100533,0,forward,2697699361,340047764,D 211F,secondary,26.17,3140.72,3166.89,True,1825.73,1824.09,-1.64,1.64,0.0,-0.06279,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.092883,6.07184,45.092648,6.071855,,,,,,asphalt,
20,osm-1040486385-0-forward,1040486385,https://www.openstreetmap.org/way/1040486385,0,forward,340047764,9580296743,Rond-Point du Tour de France,secondary,1.68,3166.89,3168.57,True,1824.09,1823.96,-0.13,0.13,0.0,-0.0777,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.092648,6.071855,45.092634,6.071848,,,,,,asphalt,
21,osm-1040486390-0-forward,1040486390,https://www.openstreetmap.org/way/1040486390,0,forward,9580296743,340035215,Avenue de l'Étendard,tertiary,31.79,3168.57,3200.36,True,1823.96,1823.32,-0.64,0.64,0.0,-0.02013,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.092634,6.071848,45.092496,6.071496,,,,,,asphalt,
22,osm-28476170-1-reverse,28476170,https://www.openstreetmap.org/way/28476170,1,reverse,340035215,567541729,Avenue de l'Étendard,tertiary,145.43,3200.36,3345.79,True,1823.32,1822.5,-0.82,0.85,0.03,-0.00564,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.092496,6.071496,45.092485,6.069663,,,,,,asphalt,
23,osm-91229843-6-reverse,91229843,https://www.openstreetmap.org/way/91229843,6,reverse,567541729,1058948959,Promenade Clotaire Collomb,residential,63.61,3345.79,3409.4,True,1822.5,1819.65,-2.85,2.85,0.0,-0.04485,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.092485,6.069663,45.091997,6.069243,,,,,,asphalt,
24,osm-1054770671-0-forward,1054770671,https://www.openstreetmap.org/way/1054770671,0,forward,1058948959,11482790610,Rue de la Grenouillère,residential,52.6,3409.4,3462.0,True,1819.65,1820.18,0.53,-0.0,0.53,0.01008,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.091997,6.069243,45.092165,6.068619,,,,,,asphalt,
25,osm-1054770671-1-forward,1054770671,https://www.openstreetmap.org/way/1054770671,1,forward,11482790610,340035269,Rue de la Grenouillère,residential,35.64,3462.0,3497.64,True,1820.18,1820.15,-0.03,0.03,0.0,-0.00084,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.092165,6.068619,45.092278,6.068195,,,,,,asphalt,
26,osm-28476168-2-forward,28476168,https://www.openstreetmap.org/way/28476168,2,forward,340035269,11482798004,Avenue des Jeux,unclassified,71.78,3497.64,3569.42,True,1820.15,1819.02,-1.13,1.13,0.0,-0.01575,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.092278,6.068195,45.091655,6.067954,,,,,,asphalt,
27,osm-28476168-3-forward,28476168,https://www.openstreetmap.org/way/28476168,3,forward,11482798004,11482815772,Avenue des Jeux,unclassified,105.26,3569.42,3674.67,True,1819.02,1816.38,-2.64,2.64,0.0,-0.02509,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.091655,6.067954,45.090727,6.068084,,,,,,asphalt,
28,osm-28476168-4-forward,28476168,https://www.openstreetmap.org/way/28476168,4,forward,11482815772,312824025,Avenue des Jeux,unclassified,69.49,3674.67,3744.16,True,1816.38,1807.36,-9.02,9.02,0.0,-0.131,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090727,6.068084,45.090126,6.068301,,,,,,asphalt,
29,osm-119740916-0-forward,119740916,https://www.openstreetmap.org/way/119740916,0,forward,312824025,312824035,Avenue de Brandes,residential,63.97,3744.16,3808.13,True,1807.36,1808.23,0.87,-0.0,0.87,0.0136,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090126,6.068301,45.090187,6.069107,,,,,,asphalt,
30,osm-119740916-1-forward,119740916,https://www.openstreetmap.org/way/119740916,1,forward,312824035,312353228,Avenue de Brandes,residential,11.24,3808.13,3819.37,True,1808.23,1808.24,0.01,-0.0,0.01,0.00089,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090187,6.069107,45.090197,6.069249,,,,,,asphalt,
31,osm-28429105-0-forward,28429105,https://www.openstreetmap.org/way/28429105,0,forward,312353228,312353141,tertiary,tertiary,12.95,3819.37,3832.31,True,1808.24,1807.5,-0.74,0.74,0.0,-0.05725,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090197,6.069249,45.090099,6.069337,,,,,,asphalt,
32,osm-1054770672-0-forward,1054770672,https://www.openstreetmap.org/way/1054770672,0,forward,312353141,312353237,Chemin de la Chapelle,residential,13.82,3832.31,3846.13,True,1807.5,1807.07,-0.43,0.43,0.0,-0.03113,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090099,6.069337,45.090015,6.069208,,,,,,asphalt,
33,osm-28429107-0-forward,28429107,https://www.openstreetmap.org/way/28429107,0,forward,312353237,10709011021,Chemin de la Chapelle,residential,2.09,3846.13,3848.22,True,1807.07,1806.98,-0.09,0.09,0.0,-0.04311,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090015,6.069208,45.090005,6.069185,,,,,,asphalt,
34,osm-28429107-1-forward,28429107,https://www.openstreetmap.org/way/28429107,1,forward,10709011021,312353247,Chemin de la Chapelle,residential,95.8,3848.22,3944.02,True,1806.98,1801.01,-5.97,5.97,0.0,-0.06246,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090005,6.069185,45.089846,6.068016,,,,,,asphalt,
35,osm-28429107-2-forward,28429107,https://www.openstreetmap.org/way/28429107,2,forward,312353247,7066666421,Chemin de la Chapelle,residential,10.35,3944.02,3954.36,True,1801.01,1800.55,-0.46,0.46,0.0,-0.04451,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.089846,6.068016,45.089865,6.067887,,,,,,asphalt,
36,osm-28429107-3-forward,28429107,https://www.openstreetmap.org/way/28429107,3,forward,7066666421,11773098473,Chemin de la Chapelle,residential,149.06,3954.36,4103.43,True,1800.55,1786.07,-14.48,14.48,0.0,-0.09767,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.089865,6.067887,45.090227,6.066078,,,,,,asphalt,
37,osm-28429107-4-forward,28429107,https://www.openstreetmap.org/way/28429107,4,forward,11773098473,12863362628,Chemin de la Chapelle,residential,25.77,4103.43,4129.2,True,1786.07,1782.0,-4.07,4.07,0.0,-0.15998,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090227,6.066078,45.090283,6.065764,,,,,,asphalt,
38,osm-28429107-5-forward,28429107,https://www.openstreetmap.org/way/28429107,5,forward,12863362628,1342094390,Chemin de la Chapelle,residential,9.53,4129.2,4138.73,True,1782.0,1779.97,-2.03,2.03,0.0,-0.21796,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090283,6.065764,45.090272,6.065647,,,,,,asphalt,
39,osm-1112039601-0-forward,1112039601,https://www.openstreetmap.org/way/1112039601,0,forward,1342094390,1213608230,Place Joseph Paganon,residential,33.34,4138.73,4172.07,True,1779.97,1777.87,-2.1,2.13,0.03,-0.06319,asphalt_degraded,True,reference_vtc,highway=residential carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.090272,6.065647,45.09048,6.065365,,,,,,,
40,osm-119437608-0-forward,119437608,https://www.openstreetmap.org/way/119437608,0,forward,1213608230,251671095,D 211,secondary,20.43,4172.07,4192.5,True,1777.87,1774.97,-2.9,2.9,0.0,-0.1434,asphalt_degraded,True,reference_vtc,highway=secondary carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.09048,6.065365,45.090427,6.065119,,,,,,,
41,osm-724628366-0-forward,724628366,https://www.openstreetmap.org/way/724628366,0,forward,251671095,2619567086,D 211,secondary,19.37,4192.5,4211.88,True,1774.97,1774.01,-0.96,0.96,0.0,-0.04962,asphalt_degraded,True,reference_vtc,highway=secondary carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.090427,6.065119,45.09045,6.064875,,,,,,,
42,osm-264130580-0-forward,264130580,https://www.openstreetmap.org/way/264130580,0,forward,2619567086,8419912487,D 211,secondary,75.72,4211.88,4287.6,True,1774.01,1774.38,0.37,0.58,0.95,0.00489,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.09045,6.064875,45.090642,6.063959,,,,,,asphalt,
43,osm-93964270-0-forward,93964270,https://www.openstreetmap.org/way/93964270,0,forward,8419912487,9921283822,Chemin de l'Alaska,living_street,25.96,4287.6,4313.56,True,1774.38,1770.23,-4.15,4.15,0.0,-0.16201,asphalt_degraded,True,reference_vtc,highway=living_street carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.090642,6.063959,45.090444,6.063793,,,,,,,
44,osm-105506488-2-reverse,105506488,https://www.openstreetmap.org/way/105506488,2,reverse,9921283822,1092372694,Rue du Vieil Alpe,living_street,36.27,4313.56,4349.83,True,1770.23,1769.77,-0.46,0.46,0.0,-0.01268,asphalt_degraded,True,reference_vtc,highway=living_street carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.090444,6.063793,45.090328,6.064224,,,,,,,
45,osm-105506488-1-reverse,105506488,https://www.openstreetmap.org/way/105506488,1,reverse,1092372694,1092372566,Rue du Vieil Alpe,living_street,22.14,4349.83,4371.97,True,1769.77,1770.63,0.86,-0.0,0.86,0.03888,asphalt_degraded,True,reference_vtc,highway=living_street carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.090328,6.064224,45.090312,6.064504,,,,,,,
46,osm-93964252-1-reverse,93964252,https://www.openstreetmap.org/way/93964252,1,reverse,1092372566,1092372702,unclassified,unclassified,15.7,4371.97,4387.67,True,1770.63,1768.85,-1.78,1.78,0.0,-0.1141,asphalt_degraded,True,reference_vtc,highway=unclassified carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.090312,6.064504,45.090172,6.064514,,,,,,,
47,osm-93964252-0-reverse,93964252,https://www.openstreetmap.org/way/93964252,0,reverse,1092372702,1092372508,unclassified,unclassified,34.46,4387.67,4422.13,True,1768.85,1766.73,-2.12,2.12,0.0,-0.06165,asphalt_degraded,True,reference_vtc,highway=unclassified carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.090172,6.064514,45.089869,6.064604,,,,,,,
48,osm-1054770663-0-forward,1054770663,https://www.openstreetmap.org/way/1054770663,0,forward,1092372508,1214614638,Avenue de l'Eclose,residential,7.59,4422.13,4429.72,True,1766.73,1765.82,-0.91,0.91,0.0,-0.12072,asphalt_degraded,True,reference_vtc,highway=residential carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.089869,6.064604,45.089832,6.064523,,,,,,,
49,osm-1054770667-0-forward,1054770667,https://www.openstreetmap.org/way/1054770667,0,forward,1214614638,312353288,Avenue de l'Eclose,residential,35.13,4429.72,4464.85,True,1765.82,1761.96,-3.86,3.86,0.0,-0.11055,asphalt_degraded,True,reference_vtc,highway=residential carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.089832,6.064523,45.089658,6.064153,,,,,,,
50,osm-264100532-0-forward,264100532,https://www.openstreetmap.org/way/264100532,0,forward,312353288,312353289,Avenue de l'Eclose,residential,4.46,4464.85,4469.31,True,1761.96,1761.47,-0.49,0.49,0.0,-0.11062,asphalt_degraded,True,reference_vtc,highway=residential carries no surface tag; sealed is assumed for a classified mainland road and charged the degraded-asphalt scenario,normal,45.089658,6.064153,45.089655,6.064097,,,,,,,
51,osm-105500354-0-forward,105500354,https://www.openstreetmap.org/way/105500354,0,forward,312353289,1215040529,Rue des Sagnes,residential,173.8,4469.31,4643.1,True,1761.47,1725.13,-36.34,36.34,0.0,-0.21397,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.089655,6.064097,45.089709,6.061972,,,,,,asphalt,
52,osm-1010059118-0-forward,1010059118,https://www.openstreetmap.org/way/1010059118,0,forward,1215040529,1215039793,Rue des Sagnes,residential,98.29,4643.1,4741.4,True,1725.13,1720.37,-4.76,5.33,0.57,-0.04857,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.089709,6.061972,45.090161,6.060924,,,,,,asphalt,
53,osm-105500342-0-reverse,105500342,https://www.openstreetmap.org/way/105500342,0,reverse,1215039793,251671074,Rue des Sagnes,residential,388.47,4741.4,5129.87,True,1720.37,1709.79,-10.58,14.14,3.56,-0.02728,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090161,6.060924,45.091385,6.056484,,,,,,asphalt,
54,osm-724634109-5-forward,724634109,https://www.openstreetmap.org/way/724634109,5,forward,251671074,6796050639,D 211,secondary,9.75,5129.87,5139.62,True,1709.79,1708.61,-1.18,1.18,0.0,-0.12197,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.091385,6.056484,45.091354,6.056599,,,,,,asphalt,
55,osm-1462422580-0-forward,1462422580,https://www.openstreetmap.org/way/1462422580,0,forward,6796050639,9389660910,D 211,secondary,125.17,5139.62,5264.79,True,1708.61,1697.15,-11.46,11.46,0.0,-0.09196,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.091354,6.056599,45.090769,6.057942,,,,,,asphalt,
56,osm-1462422580-1-forward,1462422580,https://www.openstreetmap.org/way/1462422580,1,forward,9389660910,9389660886,D 211,secondary,42.24,5264.79,5307.03,True,1697.15,1692.94,-4.21,4.21,0.0,-0.10018,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090769,6.057942,45.090522,6.058346,,,,,,asphalt,
57,osm-1462422580-2-forward,1462422580,https://www.openstreetmap.org/way/1462422580,2,forward,9389660886,9389660853,D 211,secondary,134.58,5307.03,5441.61,True,1692.94,1679.27,-13.67,13.67,0.0,-0.10211,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.090522,6.058346,45.089667,6.059543,,,,,,asphalt,
58,osm-264100584-0-forward,264100584,https://www.openstreetmap.org/way/264100584,0,forward,9389660853,9389660862,D 211,secondary,51.97,5441.61,5493.58,True,1679.27,1674.61,-4.66,4.66,0.0,-0.09003,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.089667,6.059543,45.089285,6.05992,,,,,,asphalt,
59,osm-264100584-1-forward,264100584,https://www.openstreetmap.org/way/264100584,1,forward,9389660862,251671067,D 211,secondary,73.92,5493.58,5567.51,True,1674.61,1670.13,-4.48,4.48,0.0,-0.06074,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.089285,6.05992,45.088754,6.060477,,,,,,asphalt,
60,osm-264100584-2-forward,264100584,https://www.openstreetmap.org/way/264100584,2,forward,251671067,312348670,D 211,secondary,622.67,5567.51,6190.17,True,1670.13,1613.47,-56.66,56.66,0.0,-0.09143,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.088754,6.060477,45.087687,6.057829,,,,,,asphalt,
61,osm-28437435-0-forward,28437435,https://www.openstreetmap.org/way/28437435,0,forward,312348670,13326635869,D 211,secondary,101.05,6190.17,6291.22,True,1613.47,1600.01,-13.46,13.46,0.0,-0.1344,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.087687,6.057829,45.086881,6.058396,,,,,,asphalt,
62,osm-1453146526-0-forward,1453146526,https://www.openstreetmap.org/way/1453146526,0,forward,13326635869,4461010813,D 211,secondary,8.33,6291.22,6299.55,True,1600.01,1598.95,-1.06,1.06,0.0,-0.12831,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",stacked,45.086881,6.058396,45.086816,6.058447,,,,-1,,asphalt,
63,osm-1453146525-0-forward,1453146525,https://www.openstreetmap.org/way/1453146525,0,forward,4461010813,254500290,D 211,secondary,31.58,6299.55,6331.13,True,1598.95,1594.68,-4.27,4.27,0.0,-0.13647,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.086816,6.058447,45.086571,6.058644,,,,,,asphalt,
64,osm-264130575-0-forward,264130575,https://www.openstreetmap.org/way/264130575,0,forward,254500290,312438177,D 211,secondary,78.23,6331.13,6409.36,True,1594.68,1589.94,-4.74,4.74,0.0,-0.06074,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.086571,6.058644,45.086002,6.059226,,,,,,asphalt,
65,osm-264130575-1-forward,264130575,https://www.openstreetmap.org/way/264130575,1,forward,312438177,312438196,D 211,secondary,65.95,6409.36,6475.31,True,1589.94,1586.56,-3.38,3.38,0.0,-0.05133,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.086002,6.059226,45.085514,6.0597,,,,,,asphalt,
66,osm-264130575-2-forward,264130575,https://www.openstreetmap.org/way/264130575,2,forward,312438196,251671044,D 211,secondary,89.96,6475.31,6565.27,True,1586.56,1577.21,-9.35,9.35,0.0,-0.10452,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.085514,6.0597,45.084766,6.06012,,,,,,asphalt,
67,osm-1315255667-0-forward,1315255667,https://www.openstreetmap.org/way/1315255667,0,forward,251671044,1217766512,D 211,secondary,23.72,6565.27,6588.99,True,1577.21,1574.89,-2.32,2.32,0.0,-0.09827,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.084766,6.06012,45.084559,6.060183,,,,,,asphalt,
68,osm-1315255667-1-forward,1315255667,https://www.openstreetmap.org/way/1315255667,1,forward,1217766512,3405661098,D 211,secondary,155.0,6588.99,6743.99,True,1574.89,1561.5,-13.39,13.39,0.0,-0.08677,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.084559,6.060183,45.083608,6.06146,,,,,,asphalt,
69,osm-1315255667-2-forward,1315255667,https://www.openstreetmap.org/way/1315255667,2,forward,3405661098,12174271536,D 211,secondary,117.06,6743.99,6861.06,True,1561.5,1554.18,-7.32,9.43,2.11,-0.06307,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.083608,6.06146,45.083488,6.062395,,,,,,asphalt,
70,osm-1462422576-0-forward,1462422576,https://www.openstreetmap.org/way/1462422576,0,forward,12174271536,1217724341,D 211,secondary,190.86,6861.06,7051.91,True,1554.18,1534.68,-19.5,20.04,0.54,-0.10284,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.083488,6.062395,45.08307,6.060066,,,,,,asphalt,
71,osm-1462422576-1-forward,1462422576,https://www.openstreetmap.org/way/1462422576,1,forward,1217724341,1217718917,D 211,secondary,83.98,7051.91,7135.89,True,1534.68,1528.16,-6.52,6.52,0.0,-0.07788,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.08307,6.060066,45.083008,6.059008,,,,,,asphalt,
72,osm-28437433-0-forward,28437433,https://www.openstreetmap.org/way/28437433,0,forward,1217718917,12100023177,D 211,secondary,9.92,7135.89,7145.81,True,1528.16,1527.16,-1.0,1.0,0.0,-0.10131,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.083008,6.059008,45.083013,6.058883,,,,,,asphalt,
73,osm-28437433-1-forward,28437433,https://www.openstreetmap.org/way/28437433,1,forward,12100023177,1217732368,D 211,secondary,296.34,7145.81,7442.15,True,1527.16,1500.31,-26.85,26.85,0.0,-0.09112,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.083013,6.058883,45.0823,6.057914,,,,,,asphalt,
74,osm-28437433-2-forward,28437433,https://www.openstreetmap.org/way/28437433,2,forward,1217732368,4461010500,D 211,secondary,64.17,7442.15,7506.32,True,1500.31,1499.54,-0.77,1.19,0.42,-0.012,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.0823,6.057914,45.082226,6.058715,,,,,,asphalt,
75,osm-28437433-3-forward,28437433,https://www.openstreetmap.org/way/28437433,3,forward,4461010500,518445642,D 211,secondary,78.73,7506.32,7585.06,True,1499.54,1495.97,-3.57,3.57,0.0,-0.0454,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.082226,6.058715,45.0822,6.059714,,,,,,asphalt,
